,tokens,pos_tags
474,"['Third-quarter', 'revenue', 'was', 'flat', 'at', '$', '1.02', 'billion', '.']","['JJ', 'NN', 'VBD', 'JJ', 'IN', '$', 'CD', 'CD', '.']"
475,"['The', 'year-ago', 'results', ',', 'however', ',', 'included', 'the', 'operations', 'of', 'a', 'bottling', 'business', ',', 'which', 'was', 'sold', 'last', 'December', '.']","['DT', 'JJ', 'NNS', ',', 'RB', ',', 'VBD', 'DT', 'NNS', 'IN', 'DT', 'NN', 'NN', ',', 'WDT', 'VBD', 'VBN', 'JJ', 'NNP', '.']"
476,"['Excluding', 'that', 'bottling', 'business', ',', 'Coca-Cola', 'Enterprises', ""'"", 'volume', ',', 'measured', 'by', 'cases', 'of', 'soda', ',', 'rose', 'only', '1', '%', '.']","['VBG', 'DT', 'NN', 'NN', ',', 'NNP', 'NNPS', 'POS', 'NN', ',', 'VBN', 'IN', 'NNS', 'IN', 'NN', ',', 'VBD', 'RB', 'CD', 'NN', '.']"
477,"['The', 'volume', 'is', 'well', 'below', 'the', 'industry', ""'s"", '4', '%', 'to', '5', '%', 'growth', 'rate', 'of', 'recent', 'years', ',', 'but', 'in', 'line', 'with', 'other', 'soft-drink', 'companies', 'for', 'the', 'third', 'quarter', '.']","['DT', 'NN', 'VBZ', 'RB', 'IN', 'DT', 'NN', 'POS', 'CD', 'NN', 'TO', 'VB', 'NN', 'NN', 'NN', 'IN', 'JJ', 'NNS', ',', 'CC', 'IN', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
478,"['The', 'latest', 'third-quarter', 'volume', 'also', 'compares', 'with', 'a', 'very', 'strong', '10', '%', 'growth', 'in', 'the', 'year-ago', 'quarter', '.']","['DT', 'JJS', 'JJ', 'NN', 'RB', 'VBZ', 'IN', 'DT', 'RB', 'JJ', 'CD', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
479,"['Coca-Cola', 'Enterprises', 'blamed', 'the', 'lower', 'volume', 'on', 'its', 'soft-drink', 'prices', ',', 'which', 'were', 'about', '3', '%', 'higher', 'in', 'the', 'third', 'quarter', '.']","['NNP', 'NNPS', 'VBD', 'DT', 'JJR', 'NN', 'IN', 'PRP$', 'NN', 'NNS', ',', 'WDT', 'VBD', 'IN', 'CD', 'NN', 'JJR', 'IN', 'DT', 'JJ', 'NN', '.']"
480,"['Consumers', 'have', 'been', 'accustomed', 'to', 'buying', 'soft-drinks', 'at', 'discounted', 'prices', 'for', 'several', 'years', '.']","['NNS', 'VBP', 'VBN', 'VBN', 'TO', 'VBG', 'NNS', 'IN', 'VBN', 'NNS', 'IN', 'JJ', 'NNS', '.']"
481,"['Coca-Cola', 'Enterprises', 'said', 'it', 'had', 'to', 'boost', 'spending', 'for', 'trade', 'and', 'dealer', 'incentives', 'to', 'try', 'to', 'keep', 'volumes', 'from', 'slipping', '.']","['NNP', 'NNPS', 'VBD', 'PRP', 'VBD', 'TO', 'VB', 'NN', 'IN', 'NN', 'CC', 'NN', 'NNS', 'TO', 'VB', 'TO', 'VB', 'NNS', 'IN', 'VBG', '.']"
482,"['The', 'company', 'said', 'it', 'expects', 'consumers', 'will', 'adjust', 'to', 'higher-priced', 'soft', 'drinks', '.']","['DT', 'NN', 'VBD', 'PRP', 'VBZ', 'NNS', 'MD', 'VB', 'TO', 'JJ', 'JJ', 'NNS', '.']"
483,"['A', 'spokesman', 'attributed', 'the', 'bulk', 'of', 'a', '14', '%', 'increase', 'in', 'selling', ',', 'administrative', 'and', 'general', 'expenses', '--', 'to', '$', '324.9', 'million', '--', 'to', 'marketing', 'costs', '.']","['DT', 'NN', 'VBD', 'DT', 'NN', 'IN', 'DT', 'CD', 'NN', 'NN', 'IN', 'VBG', ',', 'JJ', 'CC', 'JJ', 'NNS', ':', 'TO', '$', 'CD', 'CD', ':', 'TO', 'NN', 'NNS', '.']"
484,"['``', 'They', ""'re"", 'out', 'there', 'promoting', 'like', 'crazy', ',', 'trying', 'to', 'get', 'prices', 'up', 'by', 'promotion', ',', ""''"", 'said', 'Roy', 'Burry', ',', 'an', 'analyst', 'with', 'Kidder', ',', 'Peabody', '&', 'Co', '.']","['``', 'PRP', 'VBP', 'IN', 'RB', 'VBG', 'IN', 'JJ', ',', 'VBG', 'TO', 'VB', 'NNS', 'IN', 'IN', 'NN', ',', ""''"", 'VBD', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'NNP', ',', 'NNP', 'CC', 'NNP', '.']"
485,"['For', 'the', 'nine', 'months', ',', 'Coca-Cola', 'Enterprises', ""'"", 'net', 'fell', '31', '%', 'to', '$', '65', 'million', ',', 'or', '39', 'cents', 'a', 'share', ',', 'from', '$', '93.8', 'million', ',', 'or', '63', 'cents', 'a', 'share', '.']","['IN', 'DT', 'CD', 'NNS', ',', 'NNP', 'NNPS', 'POS', 'NN', 'VBD', 'CD', 'NN', 'TO', '$', 'CD', 'CD', ',', 'CC', 'CD', 'NNS', 'DT', 'NN', ',', 'IN', '$', 'CD', 'CD', ',', 'CC', 'CD', 'NNS', 'DT', 'NN', '.']"
486,"['Revenue', 'was', 'flat', 'at', 'about', '$', '2.97', 'billion', '.']","['NN', 'VBD', 'JJ', 'IN', 'RB', '$', 'CD', 'CD', '.']"
487,"['Coca-Cola', 'Enterprises', ',', 'which', 'is', '49%-owned', 'by', 'Coca-Cola', 'Co.', ',', 'also', 'said', 'it', 'repurchased', 'about', '1.2', 'million', 'of', 'its', 'common', 'shares', 'during', 'the', 'third', 'quarter', '.']","['NNP', 'NNPS', ',', 'WDT', 'VBZ', 'JJ', 'IN', 'NNP', 'NNP', ',', 'RB', 'VBD', 'PRP', 'VBD', 'IN', 'CD', 'CD', 'IN', 'PRP$', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
488,"['The', 'buy-back', 'is', 'part', 'of', 'a', '25-million-share', 'repurchase', 'plan', ',', 'under', 'which', 'Coca-Cola', 'Enterprises', 'so', 'far', 'has', 'acquired', 'a', 'total', 'of', '9.7', 'million', 'shares', '.']","['DT', 'NN', 'VBZ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'IN', 'WDT', 'NNP', 'NNPS', 'RB', 'RB', 'VBZ', 'VBN', 'DT', 'NN', 'IN', 'CD', 'CD', 'NNS', '.']"
489,"['Separately', ',', 'Purchase', ',', 'N.Y.-based', 'PepsiCo', 'Inc.', ',', 'as', 'expected', ',', 'said', 'fiscal', 'third-quarter', 'net', 'rose', '11', '%', 'to', '$', '269.3', 'million', ',', 'or', '$', '1.02', 'a', 'share', ',', 'from', '$', '241.6', 'million', ',', 'or', '91', 'cents', 'a', 'share', '.']","['RB', ',', 'NNP', ',', 'JJ', 'NNP', 'NNP', ',', 'IN', 'VBN', ',', 'VBD', 'JJ', 'JJ', 'NN', 'VBD', 'CD', 'NN', 'TO', '$', 'CD', 'CD', ',', 'CC', '$', 'CD', 'DT', 'NN', ',', 'IN', '$', 'CD', 'CD', ',', 'CC', 'CD', 'NNS', 'DT', 'NN', '.']"
490,"['Sales', 'rose', '25', '%', 'to', '$', '3.90', 'billion', 'from', '$', '3.13', 'billion', '.']","['NNS', 'VBD', 'CD', 'NN', 'TO', '$', 'CD', 'CD', 'IN', '$', 'CD', 'CD', '.']"
491,"['The', 'year-ago', 'quarter', ""'s"", 'results', 'include', 'an', 'after-tax', 'charge', 'of', '$', '5.9', 'million', 'from', 'the', 'sale', 'of', 'a', 'winery', 'in', 'Spain', '.']","['DT', 'JJ', 'NN', 'POS', 'NNS', 'VBP', 'DT', 'JJ', 'NN', 'IN', '$', 'CD', 'CD', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']"
492,"['In', 'composite', 'trading', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', ',', 'Coca-Cola', 'Enterprises', 'closed', 'at', '$', '16.375', 'a', 'share', ',', 'down', '62.5', 'cents', '.']","['IN', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'NNPS', 'VBD', 'IN', '$', 'CD', 'DT', 'NN', ',', 'RB', 'CD', 'NNS', '.']"
493,"['PepsiCo', 'closed', 'at', '$', '58.50', 'a', 'share', ',', 'up', '$', '1.375', '.']","['NNP', 'VBD', 'IN', '$', 'CD', 'DT', 'NN', ',', 'IN', '$', 'CD', '.']"
494,"['L.J.', 'Hooker', 'Corp.', 'is', 'expected', 'to', 'reach', 'an', 'agreement', 'in', 'principle', 'this', 'week', 'to', 'sell', 'Merksamer', 'Jewelers', 'Inc.', 'to', 'management', ',', 'say', 'executives', 'familiar', 'with', 'the', 'talks', '.']","['NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN', 'DT', 'NN', 'TO', 'VB', 'NNP', 'NNP', 'NNP', 'TO', 'NN', ',', 'VBP', 'NNS', 'JJ', 'IN', 'DT', 'NNS', '.']"
495,"['L.J.', 'Hooker', ',', 'based', 'in', 'Atlanta', ',', 'filed', 'for', 'Chapter', '11', 'bankruptcy', 'protection', 'earlier', 'this', 'year', '.']","['NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', ',', 'VBN', 'IN', 'NN', 'CD', 'NN', 'NN', 'RBR', 'DT', 'NN', '.']"
496,"['Currently', ',', 'its', 'parent', 'company', ',', 'Hooker', 'Corp.', 'of', 'Sydney', ',', 'Australia', ',', 'is', 'being', 'managed', 'by', 'a', 'court-appointed', 'liquidator', '.']","['RB', ',', 'PRP$', 'NN', 'NN', ',', 'NNP', 'NNP', 'IN', 'NNP', ',', 'NNP', ',', 'VBZ', 'VBG', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']"
497,"['It', 'is', 'expected', 'that', 'GE', 'Capital', 'Corp.', ',', 'a', 'financial-services', 'subsidiary', 'of', 'General', 'Electric', 'Co.', ',', 'will', 'provide', 'much', 'of', 'the', 'funding', 'for', 'the', 'proposed', 'leveraged', 'buy-out', 'of', 'Merksamer', ',', 'based', 'in', 'Sacramento', ',', 'Calif', '.']","['PRP', 'VBZ', 'VBN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NNS', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'MD', 'VB', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'VBN', 'JJ', 'NN', 'IN', 'NNP', ',', 'VBN', 'IN', 'NNP', ',', 'NNP', '.']"
498,"['A', 'spokesman', 'for', 'GE', 'Capital', 'declined', 'to', 'comment', '.']","['DT', 'NN', 'IN', 'NNP', 'NNP', 'VBD', 'TO', 'VB', '.']"
499,"['GE', 'Capital', 'has', 'a', 'working', 'relationship', 'with', 'L.J.', 'Hooker', '.']","['NNP', 'NNP', 'VBZ', 'DT', 'VBG', 'NN', 'IN', 'NNP', 'NNP', '.']"
500,"['It', 'is', 'providing', '$', '50', 'million', 'in', 'emergency', 'financing', 'to', 'the', 'company', 'and', 'has', 'agreed', 'to', 'buy', 'as', 'much', 'as', '$', '75', 'million', 'in', 'receivables', 'from', 'B.', 'Altman', '&', 'Co.', 'and', 'Bonwit', 'Teller', ',', 'L.J.', 'Hooker', ""'s"", 'two', 'fully', 'owned', 'department-store', 'chains', '.']","['PRP', 'VBZ', 'VBG', '$', 'CD', 'CD', 'IN', 'NN', 'NN', 'TO', 'DT', 'NN', 'CC', 'VBZ', 'VBN', 'TO', 'VB', 'RB', 'JJ', 'IN', '$', 'CD', 'CD', 'IN', 'NN', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'CC', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'POS', 'CD', 'RB', 'VBN', 'NN', 'NNS', '.']"
501,"['Sam', 'Merksamer', ',', 'chief', 'executive', 'officer', 'of', 'the', 'nationwide', 'jewelry', 'chain', ',', 'and', 'Sanford', 'Sigoloff', ',', 'chief', 'executive', 'of', 'L.J.', 'Hooker', 'Corp.', ',', 'both', 'declined', 'to', 'comment', '.']","['NNP', 'NNP', ',', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'CC', 'NNP', 'NNP', ',', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'DT', 'VBD', 'TO', 'VB', '.']"
502,"['Currently', ',', 'Mr.', 'Merksamer', 'owns', '20', '%', 'of', 'the', 'company', ';', 'L.J.', 'Hooker', 'acquired', 'its', '80', '%', 'interest', 'in', 'the', 'firm', 'in', 'May', '1986', '.']","['RB', ',', 'NNP', 'NNP', 'VBZ', 'CD', 'NN', 'IN', 'DT', 'NN', ':', 'NNP', 'NNP', 'VBD', 'PRP$', 'CD', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'CD', '.']"
503,"['At', 'the', 'time', ',', 'the', 'Merksamer', 'chain', 'had', '11', 'stores', 'in', 'operation', '.']","['IN', 'DT', 'NN', ',', 'DT', 'NNP', 'NN', 'VBD', 'CD', 'NNS', 'IN', 'NN', '.']"
504,"['Today', ',', 'there', 'are', '77', 'units', ',', 'all', 'located', 'in', 'shopping', 'malls', '.']","['NN', ',', 'EX', 'VBP', 'CD', 'NNS', ',', 'DT', 'VBN', 'IN', 'NN', 'NNS', '.']"
505,"['In', 'recent', 'weeks', 'Mr.', 'Merksamer', 'has', 'approached', 'a', 'number', 'of', 'his', 'suppliers', 'and', 'asked', 'them', 'to', 'provide', 'letters', 'of', 'intent', 'saying', 'they', 'will', 'continue', 'shipping', 'merchandise', 'to', 'the', 'chain', 'following', 'the', 'buy-out', ',', 'say', 'those', 'familiar', 'with', 'the', 'situation', '.']","['IN', 'JJ', 'NNS', 'NNP', 'NNP', 'VBZ', 'VBN', 'DT', 'NN', 'IN', 'PRP$', 'NNS', 'CC', 'VBD', 'PRP', 'TO', 'VB', 'NNS', 'IN', 'NN', 'VBG', 'PRP', 'MD', 'VB', 'VBG', 'NN', 'TO', 'DT', 'NN', 'VBG', 'DT', 'NN', ',', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
506,"['This', 'year', ',', 'a', 'number', 'of', 'retail', 'leveraged', 'buyouts', 'have', 'failed', ',', 'causing', 'jitters', 'among', 'suppliers', ',', 'and', 'Mr.', 'Merksamer', 'apparently', 'wanted', 'assurances', 'that', 'he', 'wo', ""n't"", 'have', 'delivery', 'problems', '.']","['DT', 'NN', ',', 'DT', 'NN', 'IN', 'JJ', 'JJ', 'NNS', 'VBP', 'VBN', ',', 'VBG', 'NNS', 'IN', 'NNS', ',', 'CC', 'NNP', 'NNP', 'RB', 'VBD', 'NNS', 'IN', 'PRP', 'MD', 'RB', 'VB', 'NN', 'NNS', '.']"
507,"['For', 'the', 'year', 'ended', 'June', '30', ',', '1989', ',', 'Merksamer', 'Jewelers', 'had', '$', '62', 'million', 'of', 'revenue', 'and', 'operating', 'profit', 'of', '$', '2.5', 'million', '.']","['IN', 'DT', 'NN', 'VBN', 'NNP', 'CD', ',', 'CD', ',', 'NNP', 'NNPS', 'VBD', '$', 'CD', 'CD', 'IN', 'NN', 'CC', 'VBG', 'NN', 'IN', '$', 'CD', 'CD', '.']"
508,"['The', 'jewelery', 'chain', 'was', 'put', 'up', 'for', 'sale', 'in', 'June', '.']","['DT', 'NN', 'NN', 'VBD', 'VBN', 'IN', 'IN', 'NN', 'IN', 'NNP', '.']"
509,"['According', 'to', 'those', 'familiar', 'with', 'the', 'situation', ',', 'other', 'bidders', 'included', 'Ratners', 'Group', 'PLC', 'of', 'London', 'and', 'Kay', 'Jewelers', 'Inc', '.']","['VBG', 'TO', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'JJ', 'NNS', 'VBD', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', '.']"
510,"['First', 'Boston', 'Corp.', 'is', 'advising', 'L.J.', 'Hooker', 'on', 'the', 'sale', 'of', 'the', 'Merksamer', 'business', '.']","['NNP', 'NNP', 'NNP', 'VBZ', 'VBG', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']"
511,"['Merksamer', 'was', 'the', 'first', 'in', 'a', 'series', 'of', 'retail', 'acquisitions', 'made', 'by', 'L.J.', 'Hooker', '.']","['NNP', 'VBD', 'DT', 'JJ', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'VBN', 'IN', 'NNP', 'NNP', '.']"
512,"['The', 'company', 'was', 'founded', 'in', 'Sacramento', 'in', '1929', 'by', 'two', 'brothers', ',', 'Ralph', 'and', 'Walter', 'Merksamer', ',', 'who', 'operated', 'as', 'DeVon', ""'s"", 'Jewelers', '.']","['DT', 'NN', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'CD', 'IN', 'CD', 'NNS', ',', 'NNP', 'CC', 'NNP', 'NNP', ',', 'WP', 'VBD', 'IN', 'NNP', 'POS', 'NNPS', '.']"
513,"['In', '1979', ',', 'the', 'pair', 'split', 'the', 'company', 'in', 'half', ',', 'with', 'Walter', 'and', 'his', 'son', ',', 'Sam', ',', 'agreeing', 'to', 'operate', 'under', 'the', 'Merksamer', 'Jewelery', 'name', '.']","['IN', 'CD', ',', 'DT', 'NN', 'NN', 'DT', 'NN', 'IN', 'NN', ',', 'IN', 'NNP', 'CC', 'PRP$', 'NN', ',', 'NNP', ',', 'VBG', 'TO', 'VB', 'IN', 'DT', 'NNP', 'NNP', 'NN', '.']"
514,"['The', 'sale', 'of', 'Merksamer', 'Jewelers', 'is', 'subject', 'to', 'approval', 'by', 'Judge', 'Tina', 'Brozman', 'of', 'U.S.', 'Bankruptcy', 'Court', '.']","['DT', 'NN', 'IN', 'NNP', 'NNPS', 'VBZ', 'NN', 'TO', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', '.']"
515,"['As', 'earlier', 'reported', ',', 'L.J.', 'Hooker', 'this', 'week', 'received', 'a', '$', '409', 'million', 'bid', 'for', 'its', 'three', 'shopping', 'malls', ',', 'plus', 'other', 'properties', 'from', 'a', 'consortium', 'led', 'by', 'Honolulu', 'real-estate', 'investor', 'Jay', 'Shidler', 'and', 'A.', 'Boyd', 'Simpson', ',', 'an', 'Atlanta', 'developer', 'and', 'former', 'L.J.', 'Hooker', 'senior', 'executive', '.']","['IN', 'RBR', 'VBD', ',', 'NNP', 'NNP', 'DT', 'NN', 'VBD', 'DT', '$', 'CD', 'CD', 'NN', 'IN', 'PRP$', 'CD', 'NN', 'NNS', ',', 'CC', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'VBN', 'IN', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NNP', 'NN', 'CC', 'JJ', 'NNP', 'NNP', 'JJ', 'NN', '.']"
516,"['The', 'offer', ',', 'which', 'did', ""n't"", 'include', 'the', 'Merksamer', 'chain', ',', 'is', 'being', 'reviewed', 'by', 'Mr.', 'Sigoloff', '.']","['DT', 'NN', ',', 'WDT', 'VBD', 'RB', 'VB', 'DT', 'NNP', 'NN', ',', 'VBZ', 'VBG', 'VBN', 'IN', 'NNP', 'NNP', '.']"
517,"['Robert', 'J.', 'Regal', 'was', 'named', 'president', 'and', 'chief', 'executive', 'officer', 'of', 'this', 'company', ""'s"", 'Universal-Rundle', 'Corp.', 'unit', '.']","['NNP', 'NNP', 'NNP', 'VBD', 'VBN', 'NN', 'CC', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', 'POS', 'NNP', 'NNP', 'NN', '.']"
518,"['Mr.', 'Regal', 'had', 'been', 'president', 'and', 'chief', 'executive', 'of', 'RBS', 'Industries', 'Inc', '.']","['NNP', 'NNP', 'VBD', 'VBN', 'NN', 'CC', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'NNP', '.']"
519,"['Robert', 'H.', 'Carlson', ',', 'previous', 'president', 'and', 'chief', 'executive', 'of', 'Universal-Rundle', ',', 'will', 'assume', 'the', 'title', 'of', 'chairman', 'of', 'the', 'unit', ',', 'a', 'vitreous-china', 'maker', '.']","['NNP', 'NNP', 'NNP', ',', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'IN', 'NNP', ',', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', ',', 'DT', 'NN', 'NN', '.']"
520,"['The', 'days', 'may', 'be', 'numbered', 'for', 'animated', 'shows', 'featuring', 'Alf', ',', 'the', 'Karate', 'Kid', 'and', 'the', 'Chipmunks', '.']","['DT', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'NNS', 'VBG', 'NNP', ',', 'DT', 'NNP', 'NNP', 'CC', 'DT', 'NNPS', '.']"
521,"['NBC', ',', 'a', 'leader', 'in', 'morning', ',', 'prime-time', 'and', 'late', 'night', 'programs', 'but', 'an', 'also-ran', 'on', 'Saturday', 'mornings', ',', 'when', 'children', 'rule', 'the', 'TV', 'set', ',', 'is', 'contemplating', 'getting', 'out', 'of', 'the', 'cartoon', 'business', '.']","['NNP', ',', 'DT', 'NN', 'IN', 'NN', ',', 'JJ', 'CC', 'JJ', 'NN', 'NNS', 'CC', 'DT', 'NN', 'IN', 'NNP', 'NNS', ',', 'WRB', 'NNS', 'VBP', 'DT', 'NN', 'VBN', ',', 'VBZ', 'VBG', 'VBG', 'IN', 'IN', 'DT', 'NN', 'NN', '.']"
522,"['Instead', ',', 'network', 'officials', 'say', ',', 'it', 'may', '``', 'counterprogram', ""''"", 'with', 'shows', 'for', 'an', 'audience', 'that', 'is', 'virtually', 'ignored', 'in', 'that', 'time', 'period', ':', 'adults', '.']","['RB', ',', 'NN', 'NNS', 'VBP', ',', 'PRP', 'MD', '``', 'VB', ""''"", 'IN', 'VBZ', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'RB', 'VBN', 'IN', 'DT', 'NN', 'NN', ':', 'NNS', '.']"
523,"['``', 'There', 'is', 'talk', 'of', 'some', 'revamping', 'and', 'we', ""'re"", 'certainly', 'heading', 'in', 'the', 'direction', 'of', 'less', 'and', 'less', 'animation', ',', ""''"", 'said', 'Joseph', 'S.', 'Cicero', ',', 'vice', 'president', 'of', 'finance', 'and', 'administration', 'for', 'National', 'Broadcasting', 'Co.', ',', 'a', 'unit', 'of', 'General', 'Electric', 'Co', '.']","['``', 'EX', 'VBZ', 'VB', 'IN', 'DT', 'VBG', 'CC', 'PRP', 'VBP', 'RB', 'VBG', 'IN', 'DT', 'NN', 'IN', 'JJR', 'CC', 'JJR', 'NN', ',', ""''"", 'VBD', 'NNP', 'NNP', 'NNP', ',', 'NN', 'NN', 'IN', 'NN', 'CC', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'NNP', '.']"
524,"['Mr.', 'Cicero', 'said', 'that', 'NBC', 'Entertainment', 'president', 'Brandon', 'Tartikoff', ',', 'who', 'declined', 'to', 'be', 'interviewed', ',', 'is', '``', 'looking', 'at', 'options', 'now', 'and', 'may', 'put', 'some', 'things', 'into', 'the', 'schedule', 'by', 'mid-season', '.', ""''""]","['NNP', 'NNP', 'VBD', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'WP', 'VBD', 'TO', 'VB', 'VBN', ',', 'VBZ', '``', 'VBG', 'IN', 'NNS', 'RB', 'CC', 'MD', 'VB', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NN', '.', ""''""]"
525,"['He', 'declined', 'to', 'elaborate', '.']","['PRP', 'VBD', 'TO', 'VB', '.']"
526,"['NBC', ""'s"", 'options', 'could', 'range', 'from', 'news-oriented', 'programming', 'to', 'sports', 'shows', ',', 'although', 'the', 'network', 'declined', 'to', 'comment', '.']","['NNP', 'POS', 'NNS', 'MD', 'VB', 'IN', 'JJ', 'NN', 'TO', 'NNS', 'VBZ', ',', 'IN', 'DT', 'NN', 'VBD', 'TO', 'VB', '.']"
527,"['One', 'major', 'NBC', 'affiliate', ',', 'KCRA', 'in', 'Sacramento', ',', 'plans', 'to', 'cancel', 'the', 'NBC', 'Saturday', 'morning', 'line-up', 'as', 'of', 'January', 'and', 'replace', 'it', 'with', 'a', 'local', 'newscast', '.']","['CD', 'JJ', 'NNP', 'NN', ',', 'NNP', 'IN', 'NNP', ',', 'VBZ', 'TO', 'VB', 'DT', 'NNP', 'NNP', 'NN', 'NN', 'IN', 'IN', 'NNP', 'CC', 'VB', 'PRP', 'IN', 'DT', 'JJ', 'NN', '.']"
528,"['The', 'one-hour', 'program', 'will', 'be', 'repeated', 'with', 'updates', 'throughout', 'Saturday', 'mornings', '.']","['DT', 'JJ', 'NN', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'NNP', 'NNS', '.']"
529,"['``', 'We', 'feel', 'there', 'is', 'an', 'opportunity', 'for', 'an', 'audience', 'that', 'is', 'not', 'being', 'served', 'by', 'any', 'network', ',', 'so', 'we', 'want', 'to', 'take', 'the', 'lead', ',', ""''"", 'says', 'KCRA', ""'s"", 'general', 'manager', ',', 'John', 'Kueneke', '.']","['``', 'PRP', 'VBP', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'RB', 'VBG', 'VBN', 'IN', 'DT', 'NN', ',', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'NN', ',', ""''"", 'VBZ', 'NNP', 'POS', 'JJ', 'NN', ',', 'NNP', 'NNP', '.']"
530,"['``', 'We', 'do', ""n't"", 'need', 'cartoons', 'anymore', '.']","['``', 'PRP', 'VBP', 'RB', 'VB', 'NNS', 'RB', '.']"
531,"['They', 'only', 'accounted', 'for', '5', '%', ',', 'at', 'best', ',', 'of', 'the', 'station', ""'s"", 'total', 'revenues', '.', ""''""]","['PRP', 'RB', 'VBD', 'IN', 'NN', 'NN', ',', 'IN', 'JJS', ',', 'IN', 'DT', 'NN', 'POS', 'JJ', 'NNS', '.', ""''""]"
532,"['An', 'NBC', 'spokesman', 'says', 'the', 'network', 'will', '``', 'closely', 'monitor', ""''"", 'the', 'Sacramento', 'situation', ',', 'and', 'says', 'it', 'is', 'the', 'only', 'station', 'to', 'defect', '.']","['DT', 'NNP', 'NN', 'VBZ', 'DT', 'NN', 'MD', '``', 'RB', 'VB', ""''"", 'DT', 'NNP', 'NN', ',', 'CC', 'VBZ', 'PRP', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', '.']"
533,"['Spokesmen', 'for', 'the', 'television', 'networks', 'of', 'CBS', 'Inc.', 'and', 'Capital', 'Cities\\/ABC', 'Inc.', ',', 'say', 'there', 'are', 'no', 'plans', 'to', 'alter', 'the', 'children', ""'s"", 'line-up', 'on', 'Saturday', 'mornings', '.']","['NNS', 'IN', 'DT', 'NN', 'NNS', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', ',', 'VBP', 'EX', 'VBP', 'DT', 'NNS', 'TO', 'VB', 'DT', 'NNS', 'POS', 'NN', 'IN', 'NNP', 'NNS', '.']"
534,"['The', 'youthful', 'audience', 'for', 'Saturday', 'programming', 'is', 'no', 'longer', 'dependent', 'on', 'the', 'networks', '.']","['DT', 'JJ', 'NN', 'IN', 'NNP', 'NN', 'VBZ', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NNS', '.']"
